UserID,Gender,Age,Occupation,Zip-code
1520,0,25-34,technician/engineer,94506
1521,1,25-34,executive/managerial,08902
1522,0,35-44,writer,10025
1523,0,25-34,technician/engineer,95209
1524,0,18-24,college/grad student,06459
1525,1,25-34,self-employed,94706
1526,0,56+,technician/engineer,80538
1527,0,18-24,K-12 student,78230
1528,0,25-34,scientist,94903
1529,0,18-24,college/grad student,97266
1530,0,25-34,college/grad student,53711
1531,0,45-49,technician/engineer,60462
1532,0,18-24,sales/marketing,43613
1533,0,45-49,academic/educator,71711
1534,0,50-55,programmer,12184
1535,1,18-24,writer,90036
1536,1,35-44,clerical/admin,83001
1537,0,18-24,writer,02446
1538,0,25-34,clerical/admin,22601
1539,0,25-34,clerical/admin,02359
1540,0,45-49,other or not specified,97214
1541,0,56+,technician/engineer,23464-3016
1542,0,18-24,technician/engineer,12054
1543,0,25-34,lawyer,10549
1544,0,25-34,programmer,63146
1545,0,25-34,writer,20009
1546,0,25-34,college/grad student,22903
1547,0,56+,retired,02115
1548,0,35-44,academic/educator,53703
1549,0,35-44,doctor/health care,20901
1550,0,18-24,college/grad student,11580
1551,0,25-34,lawyer,20008
1552,0,45-49,writer,10021
1553,1,25-34,scientist,64116
1554,1,35-44,programmer,17013
1555,1,18-24,other or not specified,20008
1556,0,18-24,college/grad student,48073
1557,1,18-24,college/grad student,10039
1558,0,18-24,doctor/health care,60611
1559,0,35-44,farmer,10014
1560,1,25-34,clerical/admin,85226
1561,1,18-24,college/grad student,11214
1562,0,18-24,writer,43611
1563,1,Under 18,K-12 student,87123
1564,0,50-55,academic/educator,01096
1565,0,45-49,technician/engineer,78731
1566,0,35-44,self-employed,77550
1567,0,25-34,programmer,06511
1568,1,Under 18,K-12 student,94086
1569,1,56+,retired,07701
1570,0,18-24,technician/engineer,75093
1571,0,25-34,writer,98033
1572,1,25-34,clerical/admin,02155
1573,0,Under 18,other or not specified,77479
1574,0,25-34,doctor/health care,81007
1575,1,50-55,executive/managerial,94949
1576,1,45-49,homemaker,85202
1577,0,56+,other or not specified,72227-5733
1578,0,18-24,college/grad student,22201
1579,0,25-34,other or not specified,60201
1580,1,18-24,college/grad student,76201
1581,1,18-24,college/grad student,10003
1582,0,18-24,other or not specified,10705
1583,0,35-44,doctor/health care,94115
1584,0,25-34,unemployed,45701
1585,0,56+,writer,92315
1586,0,45-49,executive/managerial,77351
1587,1,25-34,clerical/admin,30308
1588,0,25-34,lawyer,22043
1589,0,25-34,other or not specified,95136
1590,0,35-44,academic/educator,95003
1591,0,50-55,executive/managerial,26501
1592,0,35-44,executive/managerial,50111
1593,0,25-34,self-employed,78411
1594,1,35-44,writer,10013
1595,0,35-44,academic/educator,92683-1892
1596,1,18-24,customer service,48108
1597,0,25-34,programmer,10002
1598,0,35-44,retired,76548
1599,0,25-34,other or not specified,92646
1600,0,35-44,executive/managerial,08234
1601,0,25-34,programmer,83001
1602,1,25-34,executive/managerial,10562
1603,1,25-34,other or not specified,13326
1604,0,25-34,lawyer,50111
1605,1,18-24,other or not specified,28270
1606,1,35-44,clerical/admin,55405
1607,0,45-49,academic/educator,02135
1608,0,25-34,lawyer,75230
1609,1,35-44,homemaker,06830
1610,0,25-34,lawyer,55555
1611,0,25-34,other or not specified,03867
1612,0,25-34,technician/engineer,11354
1613,0,18-24,writer,61801
1614,0,35-44,other or not specified,90027
1615,1,45-49,executive/managerial,10022
1616,0,25-34,other or not specified,16101
1617,0,25-34,programmer,44060
1618,0,50-55,other or not specified,44139
1619,0,50-55,clerical/admin,48843
1620,0,25-34,writer,48009
1621,0,25-34,college/grad student,11423
1622,0,18-24,college/grad student,53715
1623,0,50-55,scientist,07746
1624,0,25-34,other or not specified,06810
1625,0,45-49,other or not specified,04330
1626,0,18-24,college/grad student,10010
1627,0,18-24,technician/engineer,91505
1628,0,18-24,writer,90028
1629,0,18-24,college/grad student,10003
1630,0,45-49,technician/engineer,91355
1631,1,50-55,other or not specified,94514
1632,0,25-34,self-employed,94120
1633,1,45-49,executive/managerial,99701
1634,1,56+,other or not specified,38340
1635,0,25-34,other or not specified,97212
1636,1,25-34,unemployed,60612
1637,0,56+,other or not specified,90049
1638,1,18-24,technician/engineer,95405
1639,0,25-34,technician/engineer,95405
1640,0,35-44,technician/engineer,95610
1641,0,25-34,other or not specified,95819
1642,0,50-55,retired,62002
1643,0,45-49,artist,90813
1644,0,18-24,programmer,90210
1645,1,18-24,homemaker,62225
1646,0,25-34,writer,90046
1647,0,18-24,tradesman/craftsman,98118
1648,0,50-55,sales/marketing,85202
1649,0,18-24,unemployed,98034
1650,0,25-34,unemployed,94607
1651,0,25-34,programmer,94520
1652,0,25-34,self-employed,98208
1653,0,18-24,other or not specified,94044
1654,1,45-49,other or not specified,94114
1655,0,18-24,college/grad student,94507
1656,0,25-34,technician/engineer,94122
1657,1,45-49,other or not specified,10022
1658,1,35-44,doctor/health care,94214
1659,1,18-24,homemaker,99703
1660,1,25-34,artist,94577
1661,0,35-44,executive/managerial,80526
1662,0,25-34,programmer,94121
1663,0,18-24,college/grad student,77845
1664,1,18-24,college/grad student,76707
1665,0,45-49,technician/engineer,87505
1666,0,25-34,sales/marketing,15241
1667,0,50-55,self-employed,98516
1668,0,35-44,artist,95602
1669,1,25-34,technician/engineer,75006
1670,1,56+,retired,95320
1671,0,35-44,other or not specified,98368
1672,0,25-34,technician/engineer,93933
1673,0,Under 18,K-12 student,98043-3621
1674,0,35-44,artist,95816
1675,1,25-34,doctor/health care,97116
1676,0,18-24,college/grad student,91301
1677,0,18-24,sales/marketing,97123
1678,1,18-24,technician/engineer,97070
1679,0,25-34,programmer,98052
1680,0,25-34,writer,95380
1681,0,18-24,college/grad student,78705
1682,0,25-34,artist,98102
1683,1,25-34,executive/managerial,98109
1684,0,18-24,clerical/admin,85226
1685,0,35-44,programmer,95833
1686,0,35-44,programmer,94062
1687,0,25-34,clerical/admin,85013
1688,1,18-24,college/grad student,34243
1689,0,35-44,customer service,98465
1690,0,35-44,self-employed,98029
1691,1,25-34,technician/engineer,85301
1692,0,35-44,writer,97333
1693,0,25-34,programmer,98684
1694,0,25-34,programmer,98116
1695,0,25-34,academic/educator,97206
1696,0,35-44,executive/managerial,95765
1697,1,18-24,college/grad student,98052
1698,0,35-44,artist,97214
1699,1,25-34,unemployed,98102
1700,0,25-34,writer,98119
1701,1,25-34,college/grad student,97233
1702,0,18-24,K-12 student,97303
1703,0,18-24,scientist,77047
1704,0,25-34,college/grad student,98926
1705,1,18-24,college/grad student,85033
1706,0,25-34,writer,19134
1707,0,50-55,academic/educator,95070
1708,0,25-34,other or not specified,64106
1709,0,25-34,other or not specified,73147
1710,0,18-24,other or not specified,94530
1711,1,18-24,college/grad student,30134
1712,0,25-34,other or not specified,73003
1713,0,25-34,other or not specified,47421
1714,0,25-34,technician/engineer,43212
1715,0,25-34,self-employed,53406
1716,0,25-34,other or not specified,43229
1717,1,50-55,doctor/health care,30307
1718,0,18-24,college/grad student,43235
1719,0,18-24,self-employed,60523
1720,0,18-24,college/grad student,94720
1721,0,18-24,unemployed,70043
1722,0,35-44,other or not specified,72058
1723,0,35-44,technician/engineer,60103
1724,0,18-24,college/grad student,00961
1725,0,18-24,unemployed,67218
1726,0,25-34,artist,60160
1727,0,35-44,self-employed,50317
1728,0,18-24,college/grad student,11710-1641
1729,0,25-34,executive/managerial,53715
1730,1,18-24,college/grad student,60137
1731,1,18-24,other or not specified,91601
1732,0,18-24,college/grad student,13655
1733,0,18-24,sales/marketing,43725
1734,0,45-49,technician/engineer,94602
1735,0,18-24,writer,30605
1736,0,56+,farmer,00606
1737,0,35-44,writer,46614
1738,0,35-44,self-employed,30034
1739,0,56+,self-employed,77079
1740,0,56+,academic/educator,96153
1741,0,35-44,executive/managerial,91107
1742,0,25-34,scientist,08109
1743,0,35-44,technician/engineer,77566
1744,0,35-44,programmer,50325
1745,0,45-49,other or not specified,94114
1746,0,25-34,college/grad student,33157
1747,0,25-34,other or not specified,90638
1748,0,50-55,academic/educator,04240
1749,0,25-34,artist,10040
1750,0,50-55,customer service,10128
1751,0,35-44,writer,77024
1752,0,25-34,clerical/admin,96813
1753,0,35-44,doctor/health care,90803
1754,0,18-24,unemployed,27028
1755,1,18-24,college/grad student,77005
1756,1,25-34,academic/educator,75149
1757,0,25-34,college/grad student,75206
1758,1,25-34,other or not specified,33067-1400
1759,0,25-34,self-employed,22112
1760,1,25-34,clerical/admin,90016
1761,0,35-44,other or not specified,72058
1762,0,25-34,sales/marketing,75230
1763,0,35-44,executive/managerial,76248
1764,0,18-24,other or not specified,75149
1765,0,18-24,college/grad student,13655
1766,1,45-49,other or not specified,94566
1767,0,25-34,writer,75205
1768,0,45-49,self-employed,75067
1769,0,25-34,technician/engineer,75240
1770,0,35-44,self-employed,79605
1771,0,25-34,technician/engineer,75044
1772,0,56+,artist,90680
1773,0,18-24,college/grad student,07030
1774,0,25-34,technician/engineer,99003
1775,0,25-34,college/grad student,70115
1776,0,25-34,other or not specified,45801
1777,0,25-34,writer,17022
1778,0,18-24,college/grad student,94704
1779,0,18-24,academic/educator,78133
1780,0,35-44,academic/educator,22181
1781,1,35-44,other or not specified,08009
1782,0,45-49,other or not specified,23454
1783,0,18-24,college/grad student,10027
1784,0,18-24,writer,18104
1785,0,18-24,college/grad student,04901
1786,0,45-49,academic/educator,85721
1787,0,18-24,farmer,90210
1788,0,45-49,artist,19104
1789,0,Under 18,K-12 student,19116
1790,0,25-34,other or not specified,19152
1791,0,18-24,college/grad student,19146
1792,1,25-34,artist,53523
1793,0,25-34,college/grad student,20008
1794,0,25-34,lawyer,20878
1795,0,18-24,technician/engineer,20724
1796,0,50-55,lawyer,20852
1797,0,35-44,executive/managerial,52003
1798,0,45-49,lawyer,22204
1799,0,35-44,lawyer,70118
1800,0,18-24,college/grad student,70118
1801,1,25-34,doctor/health care,54729
1802,0,18-24,college/grad student,22903
1803,0,25-34,artist,50021
1804,0,25-34,executive/managerial,22314
1805,0,18-24,college/grad student,22401
1806,0,18-24,college/grad student,22032
1807,0,18-24,technician/engineer,20742
1808,1,18-24,college/grad student,22031
1809,1,25-34,sales/marketing,12189
1810,0,50-55,retired,90210
1811,0,56+,artist,08825
1812,1,25-34,programmer,48103
1813,1,35-44,doctor/health care,90035
1814,0,50-55,executive/managerial,10014
1815,0,Under 18,academic/educator,30707
1816,1,35-44,homemaker,56007
1817,0,35-44,academic/educator,53706
1818,0,Under 18,farmer,02254
1819,1,35-44,programmer,45249
1820,0,25-34,writer,50265
1821,0,25-34,writer,43315
1822,1,25-34,other or not specified,53713
1823,1,35-44,academic/educator,92801
1824,1,18-24,college/grad student,43560
1825,0,25-34,executive/managerial,50310
1826,0,45-49,lawyer,49265
1827,1,25-34,academic/educator,07721
1828,0,18-24,college/grad student,07030
1829,0,25-34,self-employed,07302
1830,0,18-24,college/grad student,12180
1831,0,18-24,college/grad student,53190
1832,1,18-24,college/grad student,14433
1833,0,18-24,technician/engineer,07030
1834,0,35-44,customer service,10990
1835,0,25-34,unemployed,11501
1836,0,25-34,other or not specified,10016
1837,0,25-34,artist,08817
1838,0,35-44,executive/managerial,10011
1839,0,18-24,college/grad student,07940
1840,0,25-34,programmer,11217
1841,0,18-24,other or not specified,95037
1842,0,18-24,college/grad student,53190
1843,0,25-34,programmer,10014
1844,1,18-24,college/grad student,53711
1845,0,25-34,artist,10002
1846,0,45-49,programmer,95051
1847,0,18-24,college/grad student,60047
1848,0,35-44,customer service,10011
1849,0,35-44,executive/managerial,11747
1850,0,18-24,customer service,12582
1851,0,25-34,unemployed,59602
1852,0,25-34,programmer,10036
1853,0,50-55,other or not specified,90803
1854,0,25-34,other or not specified,92346
1855,0,18-24,college/grad student,93004
1856,0,56+,executive/managerial,92065
1857,0,Under 18,K-12 student,92106
1858,1,18-24,college/grad student,59715
1859,1,25-34,college/grad student,66049
1860,0,56+,self-employed,94591
1861,0,50-55,self-employed,92129
1862,0,50-55,sales/marketing,95129
1863,0,18-24,college/grad student,90048
1864,0,35-44,executive/managerial,94306
1865,1,18-24,academic/educator,94606
1866,0,25-34,executive/managerial,94043
1867,0,50-55,executive/managerial,95008
1868,0,50-55,lawyer,92346
1869,0,45-49,sales/marketing,95148
1870,0,56+,retired,85248
1871,1,45-49,academic/educator,46774
1872,0,50-55,writer,92106
1873,0,35-44,executive/managerial,02127
1874,0,45-49,executive/managerial,95076
1875,0,35-44,programmer,94107
1876,0,25-34,programmer,92024
1877,1,45-49,writer,90069
1878,0,Under 18,K-12 student,92846
1879,0,25-34,college/grad student,29732
1880,0,35-44,other or not specified,91006
1881,0,35-44,artist,95008
1882,0,35-44,self-employed,92352
1883,1,50-55,other or not specified,94521
1884,0,45-49,writer,93108
1885,0,50-55,technician/engineer,94611
1886,0,25-34,programmer,94086
1887,0,56+,scientist,92119
1888,0,35-44,programmer,95124
1889,0,18-24,sales/marketing,80023
1890,0,50-55,doctor/health care,94702
1891,0,45-49,academic/educator,91335
1892,0,25-34,writer,90066
1893,1,35-44,other or not specified,90024
1894,1,35-44,executive/managerial,94602
1895,0,35-44,sales/marketing,89119
1896,0,56+,retired,92115
1897,1,50-55,artist,94530
1898,0,25-34,programmer,91101
1899,1,45-49,doctor/health care,02135
1900,0,56+,programmer,94109
1901,0,50-55,executive/managerial,94024
1902,0,25-34,unemployed,93536
1903,0,35-44,other or not specified,90401
1904,0,18-24,academic/educator,30115
1905,1,35-44,writer,94118
1906,1,25-34,customer service,91311
1907,0,35-44,technician/engineer,94804
1908,0,56+,retired,95129
1909,0,18-24,college/grad student,89146
1910,0,Under 18,K-12 student,94707
1911,1,18-24,college/grad student,92805
1912,0,25-34,college/grad student,91325
1913,0,25-34,technician/engineer,95126
1914,1,35-44,sales/marketing,95051
1915,0,50-55,retired,01938
1916,0,45-49,executive/managerial,90405
1917,0,18-24,K-12 student,92704
1918,1,45-49,doctor/health care,95209
1919,0,Under 18,other or not specified,94525
1920,1,35-44,executive/managerial,80122
1921,0,56+,programmer,92780
1922,1,25-34,executive/managerial,94303
1923,0,35-44,executive/managerial,90026
1924,1,56+,doctor/health care,90630
1925,0,50-55,executive/managerial,92886
1926,1,Under 18,other or not specified,95404
1927,0,35-44,executive/managerial,94806
1928,0,Under 18,K-12 student,94501
1929,1,Under 18,K-12 student,91107
1930,0,25-34,scientist,94550
1931,0,25-34,artist,94114
1932,0,25-34,executive/managerial,94114
1933,0,18-24,unemployed,94703
1934,0,25-34,technician/engineer,95014
1935,0,Under 18,K-12 student,90405
1936,0,35-44,other or not specified,90026
1937,0,25-34,lawyer,92335
1938,1,25-34,artist,91351
1939,1,35-44,artist,94930
1940,0,25-34,programmer,95158
1941,0,35-44,technician/engineer,94550
1942,0,35-44,customer service,04901
1943,0,18-24,college/grad student,91501
1944,1,18-24,college/grad student,93107
1945,0,25-34,writer,92866
1946,0,25-34,sales/marketing,94110
1947,0,25-34,executive/managerial,94041
1948,0,Under 18,K-12 student,93111
1949,0,18-24,technician/engineer,92595
1950,0,25-34,programmer,49024
1951,1,18-24,college/grad student,90630
1952,0,35-44,academic/educator,91030
1953,1,25-34,artist,94566
1954,0,25-34,self-employed,91402
1955,0,Under 18,unemployed,03109
1956,0,35-44,other or not specified,44280
1957,1,18-24,college/grad student,23185
1958,1,25-34,academic/educator,17055
1959,1,50-55,retired,53092
1960,0,45-49,executive/managerial,55555
1961,1,50-55,clerical/admin,91911
1962,1,18-24,academic/educator,60914
1963,1,50-55,homemaker,91941
1964,1,25-34,doctor/health care,89523
1965,0,56+,technician/engineer,48304
1966,0,25-34,writer,93637
1967,0,50-55,executive/managerial,92116
1968,0,25-34,lawyer,85258
1969,1,25-34,clerical/admin,92116
1970,0,50-55,retired,89052
1971,1,25-34,sales/marketing,80230
1972,0,45-49,technician/engineer,92111
1973,0,25-34,academic/educator,22903
1974,0,35-44,technician/engineer,12159
1975,0,18-24,college/grad student,97361
1976,0,35-44,customer service,58703
1977,0,56+,doctor/health care,02726
1978,0,Under 18,K-12 student,43357
1979,0,56+,technician/engineer,49506
1980,0,35-44,executive/managerial,06460
1981,0,56+,academic/educator,80303
1982,0,Under 18,K-12 student,80540
1983,0,25-34,sales/marketing,92109
1984,0,18-24,K-12 student,92130
1985,0,45-49,programmer,92122
1986,0,50-55,retired,91977
1987,0,25-34,technician/engineer,62629
1988,1,25-34,academic/educator,85224
1989,0,50-55,doctor/health care,02090
1990,0,25-34,executive/managerial,85257
1991,0,25-34,writer,48309
1992,0,18-24,college/grad student,85259
1993,0,35-44,technician/engineer,99508
1994,0,35-44,artist,89012
1995,0,25-34,academic/educator,85364
1996,0,35-44,other or not specified,85621
1997,0,25-34,other or not specified,84108
1998,1,50-55,homemaker,24018
1999,1,35-44,clerical/admin,02113
2000,0,18-24,college/grad student,44685
2001,0,50-55,academic/educator,48197
2002,1,56+,retired,02136-1522
2003,0,Under 18,K-12 student,80014
2004,0,45-49,unemployed,53572
2005,0,18-24,college/grad student,58601
2006,0,35-44,other or not specified,66048
2007,0,50-55,self-employed,80442
2008,0,25-34,clerical/admin,48220
2009,1,35-44,executive/managerial,60625
2010,0,18-24,college/grad student,81520
2011,1,35-44,clerical/admin,01545
2012,0,25-34,college/grad student,49456
2013,0,45-49,other or not specified,60543
2014,0,18-24,college/grad student,53233
2015,0,18-24,college/grad student,01003
2016,1,56+,artist,20783
2017,0,25-34,technician/engineer,35808
2018,0,35-44,self-employed,46214
2019,0,50-55,academic/educator,27705
2020,0,25-34,executive/managerial,45011
2021,0,25-34,other or not specified,61364
2022,0,25-34,executive/managerial,60137
2023,0,18-24,college/grad student,56001
2024,0,Under 18,unemployed,06614
2025,0,56+,retired,03440
2026,0,50-55,self-employed,49277
2027,1,25-34,homemaker,48021
2028,0,45-49,doctor/health care,44131
2029,1,25-34,programmer,10011
2030,0,25-34,college/grad student,77345
2031,0,35-44,writer,60640
2032,0,50-55,sales/marketing,44614
2033,1,45-49,writer,91436
2034,1,45-49,artist,01851
2035,1,18-24,other or not specified,45212
2036,1,25-34,sales/marketing,90046
2037,0,56+,sales/marketing,02468
2038,1,45-49,academic/educator,33301
2039,0,50-55,self-employed,60060
2040,1,25-34,executive/managerial,02494
2041,1,25-34,writer,24015
2042,0,Under 18,K-12 student,79358
2043,0,25-34,sales/marketing,37931
2044,1,45-49,other or not specified,49408
2045,1,Under 18,other or not specified,24179
2046,0,35-44,academic/educator,91711
2047,0,Under 18,K-12 student,06437
2048,0,50-55,doctor/health care,49456
2049,1,50-55,other or not specified,13210
2050,1,35-44,clerical/admin,99504
2051,0,35-44,executive/managerial,93906
2052,0,Under 18,K-12 student,46033
2053,0,45-49,lawyer,06416
2054,0,25-34,programmer,03110
2055,0,50-55,lawyer,49008
2056,0,25-34,college/grad student,56301
2057,0,35-44,academic/educator,49417
2058,1,56+,academic/educator,06437
2059,0,35-44,other or not specified,44130
2060,0,Under 18,academic/educator,48304
2061,0,56+,academic/educator,44107
2062,0,18-24,college/grad student,44646
2063,0,25-34,college/grad student,43138
2064,0,35-44,academic/educator,01020
2065,0,25-34,doctor/health care,46807
2066,1,25-34,doctor/health care,53202
2067,0,50-55,self-employed,06430
2068,1,35-44,programmer,43528
2069,0,56+,scientist,79068
2070,1,35-44,doctor/health care,13210
2071,0,45-49,executive/managerial,01605
2072,1,50-55,programmer,21133
2073,1,18-24,college/grad student,13148
2074,0,18-24,college/grad student,48197
2075,1,25-34,college/grad student,13210
2076,0,18-24,college/grad student,13165
2077,0,18-24,other or not specified,55112
2078,0,18-24,college/grad student,13323
2079,0,Under 18,K-12 student,45241
2080,0,25-34,lawyer,37931
2081,0,18-24,technician/engineer,49445
2082,0,Under 18,unemployed,48323
2083,0,18-24,college/grad student,64920
2084,0,18-24,college/grad student,23186
2085,0,18-24,other or not specified,06360
2086,0,35-44,sales/marketing,48328
2087,0,25-34,other or not specified,37923-3112
2088,0,50-55,executive/managerial,60618
2089,0,35-44,technician/engineer,17601
2090,0,35-44,technician/engineer,48313
2091,1,35-44,writer,48044
2092,0,56+,academic/educator,49006
2093,0,18-24,other or not specified,48322
2094,0,35-44,artist,60061
2095,0,56+,retired,58504
2096,1,25-34,technician/engineer,33990
2097,0,18-24,customer service,48504
2098,0,35-44,writer,48067
2099,1,18-24,other or not specified,48823
2100,1,25-34,other or not specified,24017
2101,0,25-34,self-employed,48309
2102,0,25-34,lawyer,48825
2103,0,35-44,programmer,03062
2104,0,45-49,scientist,60035
2105,0,25-34,academic/educator,24060
2106,1,18-24,writer,495321
2107,0,25-34,academic/educator,24060
2108,0,Under 18,K-12 student,60462
2109,0,25-34,self-employed,13090
2110,0,50-55,lawyer,46802
2111,0,56+,retired,32806
2112,1,45-49,programmer,23116
2113,0,25-34,doctor/health care,04456
2114,0,18-24,tradesman/craftsman,21740
2115,0,35-44,technician/engineer,01519
2116,0,18-24,college/grad student,49546
2117,0,56+,retired,49307
2118,0,25-34,sales/marketing,02148
2119,0,35-44,college/grad student,10036
2120,0,Under 18,other or not specified,02780
2121,0,56+,retired,02356
2122,0,35-44,programmer,61614
2123,1,35-44,other or not specified,13064
2124,0,25-34,other or not specified,12306
2125,0,35-44,clerical/admin,46033
2126,0,56+,sales/marketing,02632
2127,0,18-24,college/grad student,12309
2128,1,45-49,academic/educator,46737
2129,0,25-34,customer service,04103
2130,0,45-49,other or not specified,03060
2131,0,25-34,other or not specified,01701
2132,0,56+,sales/marketing,02632
2133,1,Under 18,K-12 student,01607
2134,0,18-24,K-12 student,02780
2135,0,50-55,academic/educator,01778
2136,0,35-44,tradesman/craftsman,13027
2137,1,Under 18,K-12 student,00681
2138,1,18-24,college/grad student,88119
2139,1,50-55,clerical/admin,33615
2140,0,45-49,sales/marketing,46804
2141,1,50-55,self-employed,48706
2142,1,45-49,sales/marketing,46804
2143,0,18-24,college/grad student,32607
2144,0,18-24,other or not specified,46517
2145,0,18-24,K-12 student,32750
2146,0,18-24,artist,96002
2147,1,18-24,other or not specified,60641
2148,1,18-24,other or not specified,81301
2149,0,25-34,other or not specified,60089
2150,1,18-24,college/grad student,22904
2151,0,56+,retired,33316
2152,0,18-24,college/grad student,22807
2153,0,18-24,self-employed,97405
2154,0,25-34,programmer,68508
2155,1,Under 18,K-12 student,50246
2156,0,18-24,unemployed,55912
2157,1,18-24,clerical/admin,45244
2158,0,25-34,programmer,60618
2159,1,50-55,sales/marketing,60618
2160,1,18-24,unemployed,46556
2161,1,35-44,artist,95521
2162,1,Under 18,K-12 student,35810
2163,0,18-24,other or not specified,87122
2164,0,35-44,other or not specified,95826
2165,0,25-34,executive/managerial,32836
2166,0,Under 18,K-12 student,99203
2167,1,25-34,doctor/health care,95833
2168,0,Under 18,K-12 student,60202
2169,0,Under 18,other or not specified,95451
2170,1,50-55,self-employed,99114
2171,0,35-44,other or not specified,48103
2172,0,18-24,writer,60641
2173,0,50-55,retired,87502
2174,0,50-55,programmer,87505
2175,0,25-34,college/grad student,99217
2176,0,Under 18,unemployed,73505
2177,1,35-44,writer,95451
2178,0,45-49,sales/marketing,85251
2179,1,25-34,other or not specified,28304
2180,0,25-34,programmer,27713-9225
2181,0,25-34,other or not specified,45245
2182,1,25-34,college/grad student,60443
2183,1,56+,academic/educator,11795
2184,0,18-24,college/grad student,45403
2185,0,45-49,technician/engineer,27502
2186,0,18-24,customer service,41018
2187,0,45-49,self-employed,60126
2188,1,18-24,unemployed,60641
2189,0,Under 18,K-12 student,60148
2190,1,25-34,scientist,27603
2191,0,18-24,college/grad student,45231
2192,1,25-34,other or not specified,27713
2193,0,Under 18,K-12 student,41011
2194,0,25-34,technician/engineer,45233
2195,0,Under 18,K-12 student,60148
2196,0,25-34,programmer,45140
2197,1,25-34,academic/educator,27515
2198,1,35-44,homemaker,46815
2199,0,Under 18,K-12 student,60613
2200,0,35-44,academic/educator,60016
2201,0,56+,writer,46804
2202,1,Under 18,K-12 student,11743
2203,0,45-49,programmer,53718
2204,0,56+,clerical/admin,94941
2205,1,25-34,executive/managerial,10016
2206,0,45-49,executive/managerial,11201
2207,0,18-24,college/grad student,07508
2208,0,25-34,other or not specified,10006
2209,0,35-44,executive/managerial,10011
2210,0,45-49,technician/engineer,88005-4313
2211,0,45-49,doctor/health care,01950
2212,0,18-24,college/grad student,80521
2213,1,25-34,other or not specified,60622
2214,1,25-34,academic/educator,46807
2215,1,25-34,other or not specified,93940
2216,1,25-34,writer,60612
2217,0,Under 18,K-12 student,44906
2218,0,35-44,technician/engineer,64153
2219,0,25-34,doctor/health care,60060
2220,1,50-55,clerical/admin,95451-9554
2221,0,56+,technician/engineer,94931
2222,1,45-49,academic/educator,13088
2223,0,25-34,artist,60123
2224,0,25-34,programmer,60025
2225,0,25-34,customer service,96815
2226,1,25-34,executive/managerial,27514
2227,0,50-55,sales/marketing,60016
2228,0,25-34,programmer,60025
2229,0,45-49,other or not specified,61821
2230,1,45-49,academic/educator,60302
2231,0,50-55,lawyer,85726
2232,0,25-34,sales/marketing,60061
2233,1,35-44,clerical/admin,60187
2234,0,56+,academic/educator,85718
2235,0,Under 18,K-12 student,46324
2236,0,Under 18,K-12 student,96782
2237,1,35-44,doctor/health care,14905
2238,1,25-34,college/grad student,32607
2239,0,18-24,K-12 student,60148
2240,0,45-49,programmer,64117
2241,0,45-49,customer service,60647
2242,0,18-24,college/grad student,60115
2243,0,45-49,artist,86701
2244,0,Under 18,K-12 student,60565
2245,0,Under 18,K-12 student,60007
2246,0,25-34,other or not specified,60622
2247,0,45-49,artist,60613
2248,1,35-44,programmer,46755
2249,0,25-34,customer service,60466
2250,0,18-24,unemployed,60010
2251,0,35-44,sales/marketing,60626
2252,1,18-24,academic/educator,01562
2253,1,50-55,other or not specified,46815
2254,0,35-44,customer service,33317
2255,1,35-44,doctor/health care,44303
2256,1,45-49,scientist,59840
2257,1,18-24,college/grad student,59715
2258,1,18-24,college/grad student,10033
2259,1,56+,self-employed,70503
2260,1,25-34,writer,46835
2261,0,25-34,customer service,33025
2262,0,45-49,technician/engineer,48116
2263,0,25-34,doctor/health care,70508
2264,1,45-49,executive/managerial,37877
2265,0,56+,retired,60506
2266,1,50-55,artist,48118
2267,1,56+,retired,37774
2268,1,35-44,academic/educator,46774
2269,1,45-49,other or not specified,11217
2270,0,18-24,academic/educator,14620
2271,0,50-55,sales/marketing,13210
2272,0,25-34,other or not specified,71731
2273,0,25-34,doctor/health care,23235
2274,0,18-24,artist,31401
2275,0,56+,executive/managerial,39211
2276,0,56+,retired,44143
2277,1,45-49,homemaker,13035
2278,0,50-55,technician/engineer,01536
2279,0,50-55,executive/managerial,08816
2280,0,56+,doctor/health care,74105
2281,0,45-49,lawyer,48104
2282,0,50-55,artist,32117
2283,0,35-44,tradesman/craftsman,44708
2284,0,25-34,writer,90024
2285,1,Under 18,K-12 student,13090
2286,0,35-44,technician/engineer,82604
2287,0,56+,other or not specified,06082
2288,0,Under 18,K-12 student,13066
2289,1,50-55,academic/educator,52002
2290,0,25-34,other or not specified,61021
2291,0,45-49,academic/educator,13214
2292,0,50-55,scientist,13039
2293,1,56+,clerical/admin,48130
2294,0,56+,retired,48108
2295,0,45-49,lawyer,72316
2296,1,25-34,doctor/health care,22923
2297,0,56+,retired,52003
2298,0,35-44,technician/engineer,77584
2299,1,18-24,K-12 student,13090
2300,0,56+,retired,49423
2301,1,25-34,programmer,02478
2302,0,50-55,programmer,48104
2303,0,50-55,technician/engineer,08055
2304,0,45-49,programmer,94103
2305,0,50-55,writer,48104
2306,1,18-24,college/grad student,02138
2307,0,25-34,technician/engineer,02140
2308,1,45-49,self-employed,48103
2309,1,45-49,other or not specified,08901
2310,0,45-49,programmer,48130
2311,1,25-34,college/grad student,22902
2312,0,45-49,other or not specified,13131
2313,1,50-55,doctor/health care,48103-4711
